type,name,description,quality,domain_specificity,domain,origin_instance_id,parent_content_hash,scope
role_component,verify-reference-currency-after-update,"After each update to a deliverable, verify that every reference point in published materials points to the current version of the deliverable",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,verify-distribution-channel-currency,"After each release, verify that every distribution channel referenced in documentation points to the current release version",100,45,software,00000000-0000-7000-8000-000000000001,5028f239d7f7080f8da8982142100e13af38e801276db6a17da531c173f6f797,task
role_component,verify-instructions-end-to-end-under-naive-conditions,"After each update, execute the procedure exactly as described in published instructions under naive-user conditions and verify the result matches what is claimed",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,verify-install-path-end-to-end,Run the exact install command from documentation in a clean environment after each release and verify the installed version matches,100,50,software,00000000-0000-7000-8000-000000000001,fc6cd5be7c3bfc7dddf0ff3f26f75c5529627111403c1dce3dff6a3bd99cdfc7,task
trade_off_config,end-user-verification-as-completion-gate,When forced to choose between declaring an update complete quickly and verifying the end-user procedure end-to-end: verify the end-user procedure before declaring the update complete,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,install-verification-as-release-gate,When forced to choose between shipping a release quickly and verifying the install path end-to-end: verify the install path before declaring the release complete,100,45,software,00000000-0000-7000-8000-000000000001,b2671af8e5fe26f61a873d2661f7bc9e24556f3d4f9370e0a21287a329972155,task
role_component,offer-non-interactive-flag-for-every-prompt,Ensure every interactive CLI prompt has a non-interactive flag alternative that accepts the same input as a parameter,100,55,software,00000000-0000-7000-8000-000000000001,,task
trade_off_config,automated-compatibility-over-manual-polish,When forced to choose between polishing the manual-user experience and ensuring automated-process compatibility: ensure automated-process compatibility first,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,non-interactive-compatibility-over-interactive-polish,When forced to choose between polishing interactive CLI experience and ensuring non-interactive compatibility: ensure non-interactive compatibility first,100,50,software,00000000-0000-7000-8000-000000000001,e1d8a89984465edd9594c353f171a375eaf8fe8ab68758c1aeab2daea63f37d3,task
trade_off_config,minimise-context-switching-for-setup,When forced to choose between requiring a separate tool or context for setup and configuration and making all operations available within the primary working environment: prefer in-environment operation,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,minimise-external-terminal-dependency,When forced to choose between requiring a separate terminal for setup and configuration and making all operations available within the AI coding environment: prefer in-environment operation,100,55,software,00000000-0000-7000-8000-000000000001,c2866cc3767058653028717dfa6f1bcb3ddae7f630ea135582fe54ab4adf4aac,task
role_component,distinguish-three-typographic-layers-in-wizards,"Assign each text element in a setup wizard to exactly one of three visual layers: system status (dim, indented), helper text (italic, deeper indent), and user prompt (bold, accent colour)",100,65,software,00000000-0000-7000-8000-000000000001,,task
role_component,lead-explanations-with-effect-not-definition,"Write explanatory text that leads with the effect of the choice on the person's situation, not the definition of the option",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,lead-helper-text-with-effect,"Write helper text that leads with the effect of the choice on the user's workflow, not the definition of the setting",100,40,software,00000000-0000-7000-8000-000000000001,f4603de6849f59f557862593b303c3068cca2f098705b71953e4e732887402c6,task
role_component,state-reversibility-for-each-choice,State whether each choice is reversible and how to reverse it,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,state-reversibility-in-helper-text,State whether each configuration choice is reversible and how to reverse it,100,35,software,00000000-0000-7000-8000-000000000001,fb3b15e037ff6dc542049f97167f5378c18baa3a1cdafc0b937065f1162ff878,task
role_component,state-skip-consequence-for-optional-elements,State what happens when an optional step or input is skipped,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,state-skip-consequence-for-optional-fields,State what happens when an optional field is skipped,100,30,software,00000000-0000-7000-8000-000000000001,f4c0c6299f486b1d6a28cd214f5c1f04def74a6e0f0e2be2ab49518d65d13a05,task
role_component,name-default-and-rationale-for-choices,Name the default choice and explain why it is the default,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,name-default-and-rationale,Name the default value and explain why it is the default,100,25,software,00000000-0000-7000-8000-000000000001,b39236ea3fb6462ce4b9d7f4b33549dfeb494624fbee9560b9fa3be371f7db38,task
desired_outcome,signal-fully-inert-composition,"The output must include a signal when no selected primitive has semantic relevance to the task, indicating the entire composition is functioning as a passthrough",100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,anonymise-target-in-forwardable-communications,"When writing communications intended for forwarding to a specific person, describe the type of person rather than naming them, so the communication reads as a general request",100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,embed-supporting-evidence-in-descriptions,"Weave credentials, institutional validation, or other supporting evidence into substantive descriptions rather than presenting them in a separate section",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,frame-requests-as-exploratory,Frame requests for access or introduction as exploratory rather than transactional,100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,verify-proper-nouns-from-lossy-sources,"Verify spelling of proper nouns sourced from audio transcripts, OCR, or other lossy input before using in formal output",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,use-appendix-format-for-multi-topic-communications,"For multi-topic communications, use appendix format: short body above sign-off, detailed descriptions below with bold headings and links",100,25,writing,00000000-0000-7000-8000-000000000001,,task
role_component,use-single-unit-format-for-single-ask,For single-ask communications use a single continuous document structure without appendix,100,25,writing,00000000-0000-7000-8000-000000000001,,task
role_component,analyse-revision-diffs-structurally,"When the user revises a draft, analyse the diff to extract reusable structural patterns, not just word-level preferences",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,apply-extracted-patterns-to-future-outputs,Update the generating process to incorporate structural patterns extracted from user revisions,100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,use-direct-language-for-sensitive-requests,For sensitive or confidential requests use direct language rather than indirect hedging,100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,limit-sensitivity-signals,Limit explicit sensitivity or confidentiality signals to no more than two instances per communication,100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,research-subjects-before-drafting,Research the current public profile of people or entities before drafting communications about or for them,100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,surface-gaps-via-simplification,"Identify gaps, contradictions, or ambiguities in specifications by restating them without domain-specific terminology",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,track-design-decisions-with-history,"Maintain a living record of design decisions with current state, change history, and deprecation status",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,detect-canon-divergence,"Compare a working document against a canonical reference and identify divergences in decisions, constraints, or definitions",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,identify-unresolved-decisions,Distinguish between decisions that are genuinely resolved and those presented as resolved but still open,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,design-forward-compatible-placeholders,"When a decision cannot be made now, specify a current implementation that is non-degrading for anticipated future options",100,40,software,00000000-0000-7000-8000-000000000001,,task
role_component,detect-dropped-content-across-versions,"After a document revision, identify content present in the previous version that is absent from the new version",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,classify-coupling-rationale,Distinguish between architectural coupling (real dependency) and incidental coupling (scheduling or product convenience),100,50,software,00000000-0000-7000-8000-000000000001,,task
desired_outcome,produce-actionable-issue-log,"For each identified issue, provide a full description, a plain-language restatement, and a recommended resolution",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,absorb-unstructured-input-before-clarifying,Absorb unstructured user input fully before asking clarifying questions; target only genuine gaps not covered by the input,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,prove-underlying-tool-before-integration,"Verify that a tool, API, or tech-stack assumption works directly before modifying any integration layer or drafting specifications that depend on it; mark unverified assumptions explicitly",100,15,software,00000000-0000-7000-8000-000000000001,,task
role_component,read-integration-contract-before-changing-config,Read source or documentation to understand the integration contract before making configuration changes,100,15,software,00000000-0000-7000-8000-000000000001,,task
role_component,verify-tool-access-before-delegating-file-tasks,"Before delegating file-system tasks to subagents, verify required tool access and provide explicit file paths if absent",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,check-document-against-reference-set-with-checklist,"Check a document against a reference set using a numbered checklist; for each gap, identify the insertion location and draft insertion text",100,25,writing,00000000-0000-7000-8000-000000000001,,task
role_component,verify-null-search-results-with-alternate-method,"When a search returns no results, run a second search using a different method before concluding no matches exist",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,search-multiple-terms-for-professional-entity-mentions,"When processing content involving a professional contact, run at least two searches using name variations and related terms before concluding no connected files exist",100,15,,00000000-0000-7000-8000-000000000001,,task
role_component,synthesise-new-content-in-context-of-existing-files,"When adding content from transcripts or notes to a repository, read existing related files first and synthesise what is new",100,25,writing,00000000-0000-7000-8000-000000000001,,task
role_component,update-partial-todo-wording-to-reflect-current-state,"When sub-items are completed, rewrite the remaining item to reflect only what is left",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,verify-cross-references-after-consolidation,"After replacing duplicated text with cross-references, verify step/section numbers and unique details are intact",100,15,writing,00000000-0000-7000-8000-000000000001,,task
role_component,include-service-credentials-in-permission-audits,"When auditing permissions before execution, include service credentials alongside file/tool permissions",100,15,software,00000000-0000-7000-8000-000000000001,,task
role_component,verify-delegated-work-independently,Verify delegated agent output by checking artefacts independently rather than trusting the success report,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,simulate-interface-screen-states,"Walk through every interaction point rendering progressive screen state, exact text, and UX findings",100,40,software,00000000-0000-7000-8000-000000000001,,task
role_component,enforce-single-source-constants-in-code,Ensure every PRD registry constant has a corresponding entry in constants module; no literal value hardcoded at call sites,100,50,software,00000000-0000-7000-8000-000000000001,,task
role_component,sync-check-implementation-against-prd-per-step,"At the end of each implementation step, compare actual signatures, types, errors, and schema against the PRD",100,50,software,00000000-0000-7000-8000-000000000001,,task
role_component,write-failure-injection-tests-for-multi-step-processes,"For every multi-step process with a specified partial failure state, write a test that interrupts mid-way and asserts expected recovery",100,55,software,00000000-0000-7000-8000-000000000001,,task
role_component,identify-exclusion-list-before-public-spec,"When producing a public version of a technical spec, identify the full exclusion list and present for approval before writing",100,15,software,00000000-0000-7000-8000-000000000001,,task
role_component,review-documentation-accuracy-before-release,"Spawn a reviewer against live documentation checking routing, accuracy, completeness, and cross-doc consistency before release",100,25,software,00000000-0000-7000-8000-000000000001,,task
role_component,assess-scope-before-refining-details,Flag when a request describes multiple independent subsystems that need decomposition before detailed design,100,15,"software,management",00000000-0000-7000-8000-000000000001,,task
role_component,present-design-incrementally-for-approval,"Present design in sections, seeking approval after each section before proceeding",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,decompose-system-into-single-purpose-units,"Break a system into units with one clear purpose, defined interfaces, independently testable",100,30,software,00000000-0000-7000-8000-000000000001,,task
role_component,dispatch-reviewer-with-crafted-context-not-session-history,"Dispatch review subagent with crafted context, never session history",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,map-file-structure-before-defining-tasks,Map which files will be created or modified and their responsibilities before decomposing into tasks,100,25,software,00000000-0000-7000-8000-000000000001,,task
role_component,run-canon-alignment-as-separate-review-pass,"Run canon-alignment check as a separate review pass after persona-based review, not merged into it",100,30,software,00000000-0000-7000-8000-000000000001,,task
role_component,push-back-on-incorrect-review-with-reasoning,Push back on incorrect feedback with technical reasoning or evidence,100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,forward-compatible-deferral-spec,"For each deferred decision: what cannot be decided, the current choice, and why it is non-degrading",100,30,software,00000000-0000-7000-8000-000000000001,,task
desired_outcome,coupling-annotated-feature-list,"For each coupled pair: feature names, coupling type, one-sentence rationale",100,30,software,00000000-0000-7000-8000-000000000001,,task
desired_outcome,simulated-interface-walkthrough-with-ux-findings,"Return a simulated walkthrough showing progressive screen state, typographic layers, exact text, user input with reasoning, and UX findings",100,40,software,00000000-0000-7000-8000-000000000001,,task
desired_outcome,cross-task-contradiction-report,"Return report listing each task's key recommendation, contradictions, and recommended resolution",100,25,"software,management",00000000-0000-7000-8000-000000000001,,task
desired_outcome,schema-verified-prd-section,"Return PRD section with actual names verified against source, mismatches flagged as blockers, verification evidence table",100,40,software,00000000-0000-7000-8000-000000000001,,task
desired_outcome,documentation-release-review-report,"Return review covering routing, accuracy, completeness, and cross-doc consistency",100,25,software,00000000-0000-7000-8000-000000000001,,task
desired_outcome,incremental-design-with-section-approvals,"Design document with sections scaled to complexity, each validated before continuing",100,15,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,resolve-or-defer-never-ignore,When an ambiguity is identified: resolve it with a clear spec or explicitly defer it with a forward-compatible placeholder. Never leave it unaddressed.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,compare-canon-early-not-late,"When a project has a canonical reference: compare working documents against it at session start, not at session end",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,preserve-over-overwrite,When revising a document: create a new versioned copy rather than overwriting the working draft,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,name-coupling-type-correctly,"When describing coupling between features: label as architectural (real dependency) or incidental (scheduling convenience), never mislabel",100,30,software,00000000-0000-7000-8000-000000000001,,task
trade_off_config,author-control-over-speed-in-sequential-review,When running sequential review passes: pause for author decisions between rounds rather than running all rounds without stopping,100,15,writing,00000000-0000-7000-8000-000000000001,,task
trade_off_config,one-gate-per-root-cause-not-overlapping,"When designing process gates after a failure: one gate per root cause at the earliest intervention point, not overlapping gates",100,25,"software,management",00000000-0000-7000-8000-000000000001,,task
trade_off_config,shared-evaluation-surface-determines-task-boundaries,When decomposing tasks for parallel execution: shared evaluation surface means same task; no shared surface means parallel tasks,100,30,software,00000000-0000-7000-8000-000000000001,,task
trade_off_config,real-use-before-next-prd,When finalising the next version PRD: use the current product end-to-end first,100,15,software,00000000-0000-7000-8000-000000000001,,task
trade_off_config,follow-existing-patterns-over-ideal-structure,When modifying a codebase: follow established patterns rather than proposing ideal structure,100,25,software,00000000-0000-7000-8000-000000000001,,task
trade_off_config,escalate-to-human-after-review-loop-stalls,When an automated review loop is not converging: escalate to human rather than continuing to iterate,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,audit-existing-infrastructure-before-composing,"Inventory available tools, APIs, caches, and data pipelines before designing how an agent will execute a task",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,route-subtasks-to-existing-infrastructure,"Route subtasks to existing infrastructure (database queries, API endpoints, cached results) instead of composing new agents to replicate that work",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,composition-cost-over-runtime-cost,When composition effort and runtime efficiency conflict: invest more in composition design. A cheap-to-compose agent that wastes runtime resources is more expensive than a carefully composed agent that reuses existing infrastructure.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,precision-tooling-over-brute-force,When a specialised tool and a general-purpose agent can both complete a subtask: use the specialised tool. Dispatch a general-purpose agent only when no existing tool covers the requirement.,100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,infrastructure-aware-composition-plan,"Return a composition plan with: task decomposition, infrastructure audit (existing tools/APIs/pipelines per subtask), composition rationale (why each subtask goes to infrastructure or new agent), and expected cost comparison",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,extract-general-before-domain-specific,"When extracting items from both domain-neutral and domain-specific sources: process domain-neutral sources first to build a base set, then process domain-specific sources comparing against it. General-before-specific prevents duplicate extraction and improves domain-specificity scoring accuracy.",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,dedup-between-extraction-waves,"When extracting candidates in multiple waves: run a dedup gate between each wave before merging results. Compare each new wave's candidates against all prior waves' accepted candidates at the wave boundary, not at the end.",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,verify-input-counts-before-processing,Count items in the received input and reconcile against any stated count in the task header or metadata before operating on the data; flag and correct discrepancies before proceeding,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,version-before-not-after,"When versioning a document before revision: copy the pre-edit file before making any changes, not after. The pre-edit copy is the version; the working file receives the edits.",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,design-review-criteria-before-composing-reviewer,"Compose a design agent to identify what a review should check, which cross-references matter, and what the damage profile is before composing the agent that executes the review",100,40,"software,writing,management",00000000-0000-7000-8000-000000000001,,task
trade_off_config,name-actor-in-operationalisation-claims,When specifying that a primitive is operationalised by an endpoint or interface: state whether the endpoint's code consumes the primitive or the requester applies it as reasoning. Do not leave the acting subject implicit.,100,60,"software,writing",00000000-0000-7000-8000-000000000001,,task
trade_off_config,route-enforcement-to-structure-not-content,"When a desired behaviour requires enforcement: specify the enforcement mechanism in structural configuration (hooks, triage rules, entry-point checks) rather than embedding it in primitive descriptions or agent prompts.",100,100,software,00000000-0000-7000-8000-000000000001,,task
role_component,absorb-ramble-before-questions,Read the user's full unprompted input before asking clarifying questions; only ask about genuine gaps not already covered,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,structure-by-proximity,"Organise research findings from closest-relevant to most-tangential, with source URLs for each item",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,flag-novelty-vs-existing,Explicitly label each finding as novel information or confirmation of what already exists in the user's materials,100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,one-sentence-per-outline-point,Write each outline item as exactly one sentence plus citation or example references; number every item,100,10,,00000000-0000-7000-8000-000000000001,,task
role_component,skeptical-domain-reviewer,"Adopt the persona of a skeptical domain expert who looks for weaknesses in argument, evidence, and framing",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,three-list-review-format,"Review output must include three numbered lists: (1) agreements, (2) problems with specific quotes from the draft, (3) fixes tied by number to problems",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,draft-from-outline-and-sources,"Follow the approved outline point by point, incorporating the user's actual files as source material rather than generating from general knowledge",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,structural-fix-over-content-addition,"When forced to choose between restructuring existing text and adding new content: the agent should restructure, because content addition requiring domain knowledge or personal experience is the human's job",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,example-grounded-over-abstract-taxonomy,"When forced to choose between abstract categorical analysis and example-grounded argument: the agent should prefer example-grounded argument, using specific cases from the user's materials rather than generating taxonomic prose",100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,human-only-content-flagged,"Output must flag every point where personal detail, domain-specific framing, or example-grounded argument is needed, marking these as requiring human input rather than attempting generation",100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,parallel-independent-execution,Run each subtask via two independent methods and merge results into a single output,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,agreement-as-validation,When forced to choose between trusting a single method's output and requiring cross-method agreement: the agent should require agreement before treating a finding as validated,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,voice-vs-argument-architecture,"When forced to choose between preserving the author's voice and strengthening argument architecture: the agent should fix architecture, because voice is easier for the human to restore than structure is to rebuild",100,15,writing,00000000-0000-7000-8000-000000000001,,task
role_component,calibrate-judge-scale-explicitly,Include an explicit calibration note in judge prompts specifying what each score level means and requiring use of the full scale including 9 and 10,100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,plateau-detection-signal,"Evaluation output must note when scores have not improved by more than 0.5 across two consecutive rounds, signalling that the current approach has hit a ceiling",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,meta-prompt-diagnosis,Diagnose each evaluation criterion's specific gap relative to the current artifact and reference materials,100,5,,00000000-0000-7000-8000-000000000001,,task
role_component,multi-criteria-simultaneous-edit,Produce targeted edits addressing all diagnosed gaps in a single pass rather than serially,100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,meta-prompt-targets-all-criteria,"The designed prompt must address every evaluation criterion in a single pass, not serially, to avoid the fix-one-break-another pattern",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,terminology-discipline-pass,Scan the full document for every instance of each introduced term and enforce consistent usage throughout,100,10,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,terminology-variance-report,"Output must list each term, its canonical form, and every variant found with line locations",100,5,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,compression-vs-information-retention,"When forced to choose between shorter text and retaining specific examples and evidence: the agent should retain the examples, cutting abstract connective prose instead",100,10,writing,00000000-0000-7000-8000-000000000001,,task
trade_off_config,human-edit-vs-agent-generation-at-ceiling,"When forced to choose between continuing agent iteration on a plateaued artifact and returning it to the human with specific gap annotations: the agent should return to the human, because remaining gaps require personal detail, domain-specific framing, or subjective judgement that further agent rounds will not resolve",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,diagnose-before-fixing,"Before producing edits, output a diagnosis stating what specifically is wrong with each evaluation criterion and why previous fixes did not resolve it",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,propose-hypothesis-before-mechanism,Propose a falsifiable hypothesis statement before designing the scoring or evaluation mechanism that implements it,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,pilot-on-small-sample-before-full-run,Apply a new methodology to a random 5-15% sample before running on the full dataset,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,re-pilot-on-fresh-sample-after-revision,"After revising a methodology based on pilot results, re-pilot on a fresh sample that excludes previously scored items",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,measure-variance-to-evaluate-instrument-quality,Compute variance and score distribution after each pilot to determine whether the scoring instrument discriminates adequately among candidates,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,design-screening-gate-to-reduce-pool,Design a pass/fail screening instrument to reduce the candidate pool before fine-grained ranking,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,design-selection-ranker-for-screened-pool,Design a separate ranking instrument to discriminate within the pool that passed the screening gate,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,cluster-candidates-by-semantic-overlap-before-selecting,Group candidates by semantic similarity and identify redundancy clusters before selecting a final set,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,enforce-subagent-compliance-via-explicit-constraints,"When a subagent fails to comply with a scoring rule, add an explicit constraint to the prompt and re-run rather than accepting non-compliant output",100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,document-methodology-as-work-progresses,"Write methodology documentation incrementally as each stage completes, not as a retrospective summary after all work is done",100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,instrument-discrimination-report,"Return a discrimination report with: per-dimension variance, score distribution histogram, number of distinct score values, and comparison to prior instrument version if applicable",100,0,,00000000-0000-7000-8000-000000000001,,task
desired_outcome,ranked-shortlist-with-cluster-deduplication,"Return a ranked shortlist where each semantic cluster is represented by exactly one member, with cluster membership and the representative selection rationale documented alongside the ranking",100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,gate-then-rank-over-single-instrument,When a single scoring instrument saturates at the top of its range: split into a screening gate (pass/fail) and a selection ranker (fine discrimination among passers) rather than redesigning the original instrument to do both,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,small-pilot-before-full-run,When applying a new or revised scoring methodology to a large dataset: run a 5-15% pilot first and review variance before committing to the full run. A wasted pilot is cheaper than a full run with a broken instrument.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,variance-over-accuracy-when-calibrating-instruments,When calibrating a scoring instrument: prioritise variance over accuracy. An instrument that assigns the same score to different candidates cannot discriminate regardless of how accurate each individual score is.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,cluster-representative-over-top-n-individual,When selecting a final set from ranked candidates that contain semantic clusters: select one representative per cluster rather than taking the top-N by individual score. A set of near-duplicates at the top of the ranking provides less coverage than a diverse set drawn from multiple clusters.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,type-quota-as-hard-constraint-on-set-composition,When composing a set from candidates that belong to multiple categories: enforce a minimum quota per category as a hard constraint before optimising for individual score. An unbalanced set that excels in one category but neglects others fails the set-level objective even if individual scores are high.,100,0,,00000000-0000-7000-8000-000000000001,,task
trade_off_config,accept-instrument-ceiling-when-screening-purpose-is-met,When a screening instrument correctly separates pass from fail but clusters passers at the top of the range: accept the ceiling rather than redesigning the instrument. Design a second-stage selection instrument instead.,100,0,,00000000-0000-7000-8000-000000000001,,task
role_component,classify-task-before-selecting,Classify the task by type before selecting primitives; use the classification to weight selection,100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
role_component,verify-composition-fitness,"After selecting primitives, verify at least one role component directly relates to the task's core action",100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
role_component,boost-by-skill-tags,Use skill tags from the task assignment as a boost signal during primitive selection,100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
trade_off_config,relevance-floor-over-slot-filling,When the best-matching primitive for a composition slot has similarity below 0.5 to the task description: leave the slot empty rather than filling it with a low-relevance primitive. Fewer relevant primitives outperform more irrelevant ones,100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
desired_outcome,composition-with-fitness-metadata,"Return the composition with fitness metadata: per-primitive similarity scores, task-type classification, and a pool_coverage_warning flag set to true if no primitive in any slot exceeded similarity 0.6",100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
trade_off_config,justify-bypass-not-composition,"When a task feels too simple or mechanical to warrant composition: invert the burden of proof. The default is to compose. To skip, name the specific primitives the assigner would have selected and explain why none improve the outcome. If you cannot name them, compose.",100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
role_component,enumerate-applicable-primitives-before-bypass,"Before deciding a task does not need composition, list the primitives semantic similarity would match to the task description; if any matched primitive addresses a failure mode the direct approach does not, composition is required",100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
role_component,instruction-not-documentation,"An agent doing this task will include only the actionable directive, never rationale, formulas, or procedural elaboration.",100,16,,00000000-0000-7000-8000-000000000001,,meta:assigner
trade_off_config,fix-at-source-not-symptom,When a failure has a known root cause: fix at the source; do not address symptoms while the cause remains,100,15,,00000000-0000-7000-8000-000000000001,,meta:evaluator
role_component,identify-unresolved-decisions,Distinguish between decisions that are genuinely resolved and those presented as resolved but still open,100,0,,00000000-0000-7000-8000-000000000001,,meta:evaluator
role_component,ask-purpose-and-failure-before-fixing,Ask what the thing is for and what breaks if the fix is wrong before proposing a resolution to any ambiguity or gap,100,0,,00000000-0000-7000-8000-000000000001,,meta:evaluator
role_component,design-review-criteria-before-composing-reviewer,"Compose a design agent to identify what a review should check, which cross-references matter, and what the damage profile is before composing the agent that executes the review",100,40,"software,writing,management",00000000-0000-7000-8000-000000000001,,meta:assigner
desired_outcome,forward-compatible-deferral-spec,"For each deferred decision: what cannot be decided, the current choice, and why it is non-degrading",100,30,software,00000000-0000-7000-8000-000000000001,,meta:assigner
desired_outcome,infrastructure-aware-composition-plan,"Return a composition plan with: task decomposition, infrastructure audit (existing tools/APIs/pipelines per subtask), composition rationale (why each subtask goes to infrastructure or new agent), and expected cost comparison",100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
desired_outcome,iteration-history-with-deltas,"Return an iteration history containing: for each iteration, the iteration number, composition used (with diff from previous), per-dimension scores, aggregate score, delta from previous iteration, and the primitive(s) added or changed. End with a convergence summary: total improvement from baseline, iterations to reach current state, and whether the improvement trend is increasing, stable, or diminishing.",100,5,,00000000-0000-7000-8000-000000000001,,meta:evolver
trade_off_config,pairing-level-over-component-level,"When evaluating resource investments where value emerges from combinations: assess at the pairing or portfolio level, not at the individual component level. Component-level optimisation produces systematically suboptimal composites when value is combinatorial.",100,35,"strategy,management",00000000-0000-7000-8000-000000000001,,meta:assigner
trade_off_config,compose-before-dispatching,"When forced to choose between dispatching a subagent directly and composing it through Agency first: always compose through Agency. Agency-composed agents measurably outperform uncomposed ones (55/60 vs 26/60 on 12-dimension evaluation). The composition step adds minutes; the quality gain is categorical, not marginal.",100,0,,00000000-0000-7000-8000-000000000001,,meta:assigner
role_component,flag-misplaced-content-for-relocation,"Treat content found in the wrong location as a rehoming problem, not a deletion problem; flag it for relocation rather than removing it",100,0,,00000000-0000-7000-8000-000000000001,,meta:evolver
